Date,Open,High,Low,Close,Adj Close,Volume
2009-11-11,66303000000,67170000000,66028000000,66431000000,66431000000,1807800
2009-11-12,66427000000,66614000000,64319000000,64448000000,64448000000,1914400
2009-11-13,64452000000,65788000000,64229000000,65326000000,65326000000,1859000
2009-11-16,65326000000,66896000000,65326000000,66627000000,66627000000,1757800
2009-11-17,66632000000,67409000000,66232000000,67406000000,67406000000,1733800
2009-11-18,67430000000,68060000000,66494000000,66516000000,66516000000,1592000
2009-11-19,66514000000,66564000000,65547000000,66327000000,66327000000,1467000
2009-11-23,66335000000,67365000000,66335000000,66809000000,66809000000,1582600
2009-11-24,66812000000,67317000000,65969000000,67317000000,67317000000,1348000
2009-11-25,67319000000,67997000000,67241000000,67917000000,67917000000,1385400
2009-11-26,67911000000,67911000000,66236000000,66392000000,66392000000,825600
2009-11-27,66371000000,67086000000,65737000000,67082000000,67082000000,1172000
2009-11-30,67082000000,67545000000,66876000000,67044000000,67044000000,2224800
2009-12-01,67051000000,68616000000,67051000000,68546000000,68546000000,2326400
2009-12-02,68412000000,69139000000,68412000000,68615000000,68615000000,1362000
2009-12-03,68622000000,69336000000,68308000000,68315000000,68315000000,1223400
2009-12-04,68316000000,69361000000,67328000000,67604000000,67604000000,1410600
2009-12-07,67611000000,68866000000,67611000000,68512000000,68512000000,1186200
2009-12-08,68511000000,68511000000,67470000000,67729000000,67729000000,1550000
2009-12-09,67736000000,68272000000,67484000000,68012000000,68012000000,1141400
2009-12-10,68021000000,68912000000,68021000000,68728000000,68728000000,1473200
2009-12-11,68750000000,69502000000,68750000000,69267000000,69267000000,1489600
2009-12-14,69273000000,69785000000,69193000000,69349000000,69349000000,1294000
2009-12-15,69345000000,69515000000,68822000000,69311000000,69311000000,1284200
2009-12-16,69310000000,69622000000,68466000000,68622000000,68622000000,1710000
2009-12-17,68619000000,68619000000,66792000000,67068000000,67068000000,1339400
2009-12-18,67068000000,67281000000,66322000000,66794000000,66794000000,1075200
2009-12-21,66806000000,67671000000,65925000000,65925000000,65925000000,1406000
2009-12-22,65940000000,67421000000,65940000000,67418000000,67418000000,1272600
2009-12-23,67418000000,67810000000,66943000000,67589000000,67589000000,904400
2009-12-28,67591000000,68277000000,67591000000,67902000000,67902000000,556400
2009-12-29,67902000000,68309000000,67902000000,68296000000,68296000000,669200
2009-12-30,68277000000,68588000000,67749000000,68588000000,68588000000,1182200
2010-01-04,68587000000,70081000000,68587000000,70045000000,70045000000,1655400
2010-01-05,70046000000,70595000000,69928000000,70240000000,70240000000,1984200
2010-01-06,70237000000,70937000000,70016000000,70729000000,70729000000,2243600
2010-01-07,70723000000,70723000000,70045000000,70451000000,70451000000,1555000
2010-01-08,70455000000,70766000000,70158000000,70263000000,70263000000,1634400
2010-01-11,70267000000,71068000000,70158000000,70433000000,70433000000,1569000
2010-01-12,70429000000,70429000000,69284000000,70076000000,70076000000,1628600
2010-01-13,70081000000,70626000000,69535000000,70385000000,70385000000,1818800
2010-01-14,70377000000,70508000000,69661000000,69801000000,69801000000,1830200
2010-01-15,69780000000,69788000000,68695000000,68978000000,68978000000,1648400
2010-01-18,68983000000,69748000000,68983000000,69401000000,69401000000,1139000
2010-01-19,69396000000,70036000000,68867000000,69909000000,69909000000,1323400
2010-01-20,69901000000,69901000000,67546000000,68200000000,68200000000,1990600
2010-01-21,68200000000,68458000000,65996000000,66270000000,66270000000,2263800
2010-01-22,66264000000,66660000000,65445000000,66220000000,66220000000,1305000
2010-01-26,66213000000,66213000000,64719000000,65524000000,65524000000,1990400
2010-01-27,65527000000,65663000000,64553000000,65070000000,65070000000,1813600
2010-01-28,65071000000,66049000000,64541000000,65588000000,65588000000,1649400
2010-01-29,65591000000,66576000000,65140000000,65402000000,65402000000,1823200
2010-02-01,65402000000,66763000000,65362000000,66572000000,66572000000,1494400
2010-02-02,66589000000,67321000000,66539000000,67163000000,67163000000,1587800
2010-02-03,67163000000,67347000000,66774000000,67109000000,67109000000,1765000
2010-02-04,67100000000,67100000000,63750000000,63934000000,63934000000,2262400
2010-02-05,63934000000,64001000000,61341000000,62763000000,62763000000,3053000
2010-02-08,62760000000,63923000000,62728000000,63153000000,63153000000,1875600
2010-02-09,63164000000,65526000000,63164000000,64718000000,64718000000,1357400
2010-02-10,64721000000,65170000000,64320000000,65051000000,65051000000,891000
2010-02-11,65050000000,66145000000,64344000000,66129000000,66129000000,1259000
2010-02-12,66129000000,66133000000,65123000000,65855000000,65855000000,873200
2010-02-17,65863000000,67542000000,65863000000,67285000000,67285000000,0
2010-02-18,67285000000,67836000000,66550000000,67836000000,67836000000,1286600
2010-02-19,67811000000,67935000000,67210000000,67597000000,67597000000,1248000
2010-02-22,67598000000,68120000000,67035000000,67184000000,67184000000,1401600
2010-02-23,67179000000,67179000000,65660000000,66108000000,66108000000,1644800
2010-02-24,66110000000,66514000000,65534000000,65795000000,65795000000,1573000
2010-02-25,65765000000,66325000000,64429000000,66121000000,66121000000,1792200
2010-02-26,66118000000,66510000000,65607000000,66503000000,66503000000,1731400
2010-03-01,66511000000,67397000000,66511000000,67228000000,67228000000,1363000
2010-03-02,67228000000,68250000000,67228000000,67779000000,67779000000,1708600
2010-03-03,67780000000,68813000000,67482000000,67641000000,67641000000,2113800
2010-03-04,67643000000,68198000000,66924000000,67815000000,67815000000,1398600
2010-03-05,67823000000,68930000000,67823000000,68847000000,68847000000,1950600
2010-03-08,68851000000,69070000000,68318000000,68575000000,68575000000,1428200
2010-03-09,68573000000,70144000000,68255000000,69576000000,69576000000,2464200
2010-03-10,69578000000,70476000000,69578000000,69979000000,69979000000,1909200
2010-03-11,69981000000,70183000000,69411000000,69885000000,69885000000,1627200
2010-03-12,69901000000,70486000000,69341000000,69341000000,69341000000,1569000
2010-03-15,69340000000,69384000000,68623000000,69024000000,69024000000,1453000
2010-03-16,69023000000,69949000000,69022000000,69942000000,69942000000,1302400
2010-03-17,69945000000,70424000000,69376000000,69723000000,69723000000,1372000
2010-03-18,69726000000,70128000000,68972000000,69697000000,69697000000,1656200
2010-03-19,69701000000,69998000000,68773000000,68829000000,68829000000,1957400
2010-03-22,68814000000,69121000000,67899000000,69042000000,69042000000,1395200
2010-03-23,69049000000,69613000000,68913000000,69387000000,69387000000,1606600
2010-03-24,69382000000,69677000000,68744000000,68913000000,68913000000,1597400
2010-03-25,68916000000,69572000000,68377000000,68442000000,68442000000,1478400
2010-03-26,68442000000,68910000000,68024000000,68683000000,68683000000,1771400
2010-03-29,68681000000,69943000000,68681000000,69939000000,69939000000,1528000
2010-03-30,69942000000,70451000000,69750000000,69960000000,69960000000,1490000
2010-03-31,69960000000,70392000000,69573000000,70372000000,70372000000,1676800
2010-04-01,70375000000,71401000000,70373000000,71136000000,71136000000,1552800
2010-04-05,71148000000,71645000000,71148000000,71290000000,71290000000,1316000
2010-04-06,71290000000,71711000000,70823000000,71096000000,71096000000,1697000
2010-04-07,71092000000,71257000000,70531000000,70793000000,70793000000,1720400
2010-04-08,70793000000,71805000000,70462000000,71785000000,71785000000,1701800
2010-04-09,71783000000,71989000000,71307000000,71417000000,71417000000,1680000
2010-04-12,71414000000,71607000000,70505000000,70614000000,70614000000,1471600
2010-04-13,70618000000,71053000000,70169000000,70792000000,70792000000,1634200
2010-04-14,70794000000,71207000000,70628000000,71035000000,71035000000,1758800
2010-04-15,71036000000,71066000000,70429000000,70524000000,70524000000,2264600
2010-04-16,70522000000,70522000000,69013000000,69421000000,69421000000,2043800
2010-04-19,69418000000,69431000000,68378000000,69098000000,69098000000,1722000
2010-04-20,69101000000,69702000000,69101000000,69318000000,69318000000,1750200
2010-04-22,69313000000,69528000000,68081000000,69386000000,69386000000,1787200
2010-04-23,69388000000,69709000000,68832000000,69509000000,69509000000,1366800
2010-04-26,69509000000,69810000000,68813000000,68872000000,68872000000,1179400
2010-04-27,68868000000,68868000000,66499000000,66511000000,66511000000,2062200
2010-04-28,66513000000,67253000000,65914000000,66656000000,66656000000,1855600
2010-04-29,66661000000,68012000000,66661000000,67978000000,67978000000,1609400
2010-04-30,67975000000,67975000000,67243000000,67530000000,67530000000,2120200
2010-05-03,67534000000,67969000000,66723000000,67119000000,67119000000,1776000
2010-05-04,67116000000,67116000000,64588000000,64869000000,64869000000,2820000
2010-05-05,64859000000,65612000000,63533000000,64914000000,64914000000,2681200
2010-05-06,64915000000,65533000000,60774000000,63414000000,63414000000,3207600
2010-05-07,63416000000,63945000000,61663000000,62871000000,62871000000,2903400
2010-05-10,62872000000,66083000000,62872000000,65453000000,65453000000,2377400
2010-05-11,65449000000,65733000000,64425000000,64425000000,64425000000,2401600
2010-05-12,64438000000,65351000000,64438000000,65224000000,65224000000,1981400
2010-05-13,65223000000,65427000000,64738000000,64788000000,64788000000,1798200
2010-05-14,64787000000,64787000000,63050000000,63412000000,63412000000,2220800
2010-05-17,63406000000,63593000000,61825000000,62866000000,62866000000,2746000
2010-05-18,62871000000,63529000000,60810000000,60841000000,60841000000,2787000
2010-05-19,60841000000,60850000000,59068000000,59689000000,59689000000,3203000
2010-05-20,59684000000,59684000000,57634000000,58192000000,58192000000,3369200
2010-05-21,58192000000,60303000000,57997000000,60259000000,60259000000,2558200
2010-05-24,60255000000,60850000000,59815000000,59915000000,59915000000,1792600
2010-05-25,59912000000,59912000000,57876000000,59184000000,59184000000,2477800
2010-05-26,59182000000,60701000000,59179000000,60190000000,60190000000,3638600
2010-05-27,60191000000,62262000000,60189000000,62092000000,62092000000,2388000
2010-05-28,62080000000,62247000000,61305000000,61947000000,61947000000,2081600
2010-05-31,61950000000,63047000000,61950000000,63047000000,63047000000,1197600
2010-06-01,63033000000,63033000000,61605000000,61841000000,61841000000,2253800
2010-06-02,61836000000,63198000000,61814000000,62943000000,62943000000,1878400
2010-06-04,62940000000,62940000000,61422000000,61676000000,61676000000,1691000
2010-06-07,61675000000,62119000000,61099000000,61183000000,61183000000,1627000
2010-06-08,61187000000,62000000000,61187000000,61856000000,61856000000,1605200
2010-06-09,61799000000,62684000000,61479000000,61479000000,61479000000,1736400
2010-06-10,61484000000,63146000000,61484000000,63049000000,63049000000,1717000
2010-06-11,63044000000,63766000000,62371000000,63605000000,63605000000,1345800
2010-06-14,63613000000,64296000000,63529000000,63533000000,63533000000,1793600
2010-06-15,63534000000,64554000000,63534000000,64442000000,64442000000,1267200
2010-06-16,64442000000,65097000000,63974000000,64751000000,64751000000,2441000
2010-06-17,64745000000,65182000000,64115000000,64541000000,64541000000,1888800
2010-06-18,64542000000,64941000000,64239000000,64438000000,64438000000,1871800
2010-06-21,64442000000,65517000000,64442000000,64829000000,64829000000,1623000
2010-06-22,64834000000,65831000000,64690000000,64811000000,64811000000,1931800
2010-06-23,64812000000,65161000000,64247000000,65160000000,65160000000,1762200
2010-06-24,65154000000,65154000000,63736000000,63937000000,63937000000,1786400
2010-06-25,63937000000,64869000000,63806000000,64824000000,64824000000,1257200
2010-06-28,64825000000,65105000000,64225000000,64225000000,64225000000,943200
2010-06-29,64216000000,64216000000,61670000000,61978000000,61978000000,2196000
2010-06-30,61972000000,62645000000,60936000000,60936000000,60936000000,1958400
2010-07-01,60935000000,61381000000,60056000000,61236000000,61236000000,2130000
2010-07-02,61236000000,61812000000,60764000000,61430000000,61430000000,1143800
2010-07-05,61436000000,61667000000,60796000000,60865000000,60865000000,760000
2010-07-06,60870000000,62451000000,60870000000,62065000000,62065000000,1786600
2010-07-07,62067000000,63313000000,62004000000,63284000000,63284000000,1732200
2010-07-08,63282000000,63596000000,62895000000,63476000000,63476000000,1658000
2010-07-12,63477000000,63972000000,62750000000,62960000000,62960000000,1229000
2010-07-13,62964000000,63777000000,62964000000,63686000000,63686000000,1583800
2010-07-14,63686000000,63688000000,63015000000,63479000000,63479000000,1450400
2010-07-15,63482000000,63612000000,62960000000,63489000000,63489000000,1564800
2010-07-16,63487000000,63492000000,62298000000,62339000000,62339000000,1326400
2010-07-19,62351000000,63300000000,62351000000,63297000000,63297000000,1276400
2010-07-20,63290000000,64481000000,62902000000,64463000000,64463000000,2429400
2010-07-21,64468000000,65136000000,64209000000,64477000000,64477000000,1821800
2010-07-22,64504000000,66213000000,64504000000,65748000000,65748000000,2320600
2010-07-23,65748000000,66323000000,65427000000,66323000000,66323000000,1540000
2010-07-26,66322000000,66619000000,66151000000,66443000000,66443000000,1234400
2010-07-27,66449000000,67102000000,66293000000,66674000000,66674000000,1601800
2010-07-28,66670000000,67051000000,66427000000,66808000000,66808000000,1939400
2010-07-29,66796000000,67428000000,66596000000,66954000000,66954000000,2160200
2010-07-30,66951000000,67608000000,66218000000,67515000000,67515000000,2088400
2010-08-02,67524000000,68754000000,67524000000,68517000000,68517000000,1766600
2010-08-03,68517000000,68561000000,67942000000,67997000000,67997000000,1900000
2010-08-04,67996000000,68534000000,67577000000,68272000000,68272000000,1875200
2010-08-05,68271000000,68471000000,68002000000,68412000000,68412000000,1611600
2010-08-06,68416000000,68509000000,67686000000,68095000000,68095000000,1513200
2010-08-09,68096000000,68513000000,67749000000,67862000000,67862000000,1254800
2010-08-10,67836000000,67836000000,66946000000,67223000000,67223000000,1625400
2010-08-11,67217000000,67217000000,65690000000,65790000000,65790000000,1732800
2010-08-12,65788000000,66027000000,65257000000,65966000000,65966000000,1546600
2010-08-13,65964000000,66590000000,65921000000,66264000000,66264000000,1841200
2010-08-16,66260000000,66868000000,66187000000,66702000000,66702000000,1394800
2010-08-17,66702000000,67666000000,66702000000,67584000000,67584000000,1747000
2010-08-18,67584000000,67745000000,67006000000,67638000000,67638000000,2367000
2010-08-19,67641000000,67713000000,66824000000,66887000000,66887000000,1920000
2010-08-20,66892000000,66892000000,66337000000,66677000000,66677000000,1414600
2010-08-23,66678000000,67175000000,65982000000,65982000000,65982000000,1379600
2010-08-24,65946000000,65946000000,65013000000,65156000000,65156000000,1604200
2010-08-25,65156000000,65156000000,64164000000,64803000000,64803000000,1753000
2010-08-26,64802000000,65271000000,63804000000,63867000000,63867000000,1773400
2010-08-27,63875000000,65589000000,63848000000,65585000000,65585000000,1764000
2010-08-30,65585000000,65585000000,64255000000,64261000000,64261000000,1286400
2010-08-31,64262000000,65182000000,64202000000,65145000000,65145000000,3284800
2010-09-01,65154000000,67073000000,65154000000,67073000000,67073000000,2509000
2010-09-02,67073000000,67168000000,66405000000,66808000000,66808000000,1601200
2010-09-03,66812000000,67673000000,66541000000,66679000000,66679000000,2019200
2010-09-06,66679000000,66949000000,66380000000,66747000000,66747000000,651400
2010-09-08,66739000000,66739000000,66101000000,66407000000,66407000000,1716000
2010-09-09,66411000000,66807000000,66353000000,66624000000,66624000000,1438800
2010-09-10,66622000000,66920000000,66459000000,66807000000,66807000000,1561000
2010-09-13,66807000000,68142000000,66807000000,68031000000,68031000000,2144400
2010-09-14,68030000000,68093000000,67561000000,67692000000,67692000000,2594000
2010-09-15,67690000000,68107000000,67119000000,68107000000,68107000000,2234200
2010-09-16,68103000000,68103000000,67507000000,67663000000,67663000000,1464400
2010-09-17,67665000000,67773000000,66993000000,67089000000,67089000000,1629400
2010-09-20,67087000000,68241000000,67009000000,68190000000,68190000000,1775200
2010-09-21,68189000000,68255000000,67528000000,67719000000,67719000000,1734000
2010-09-22,67711000000,68549000000,67346000000,68325000000,68325000000,2495200
2010-09-23,68321000000,69601000000,67892000000,68794000000,68794000000,3305200
2010-09-24,68800000000,69571000000,68021000000,68196000000,68196000000,3441000
2010-09-27,68197000000,68926000000,68011000000,68816000000,68816000000,2138600
2010-09-28,68817000000,69431000000,68455000000,69228000000,69228000000,1851800
2010-09-29,69225000000,69420000000,68958000000,69228000000,69228000000,3067200
2010-09-30,69230000000,69737000000,68924000000,69430000000,69430000000,2466200
2010-10-01,69438000000,70243000000,69228000000,70229000000,70229000000,2452600
2010-10-04,70230000000,70551000000,70089000000,70385000000,70385000000,1876800
2010-10-05,70390000000,71285000000,70390000000,71283000000,71283000000,2713000
2010-10-06,71284000000,71290000000,70343000000,70541000000,70541000000,2780600
2010-10-07,70545000000,70739000000,69314000000,69918000000,69918000000,2587200
2010-10-08,69921000000,70828000000,69698000000,70809000000,70809000000,2136000
2010-10-11,70810000000,71111000000,70810000000,70946000000,70946000000,1169000
2010-10-13,70950000000,71995000000,70950000000,71675000000,71675000000,2985000
2010-10-14,71676000000,71961000000,71264000000,71692000000,71692000000,2633000
2010-10-15,71699000000,72140000000,71351000000,71830000000,71830000000,2015200
2010-10-18,71830000000,71884000000,71341000000,71736000000,71736000000,2111600
2010-10-19,71735000000,71735000000,69628000000,69864000000,69864000000,2495200
2010-10-20,69863000000,70720000000,69814000000,70405000000,70405000000,2407200
2010-10-21,70406000000,70958000000,68952000000,69652000000,69652000000,2587800
2010-10-22,69658000000,70312000000,68847000000,69530000000,69530000000,2421600
2010-10-25,69536000000,70231000000,69451000000,69580000000,69580000000,3836000
2010-10-26,69582000000,70834000000,69055000000,70740000000,70740000000,2576800
2010-10-27,70735000000,70844000000,70059000000,70569000000,70569000000,2202600
2010-10-28,70573000000,71263000000,70234000000,70320000000,70320000000,2230200
2010-10-29,70322000000,70776000000,70322000000,70673000000,70673000000,2208800
2010-11-01,70686000000,71751000000,70673000000,71561000000,71561000000,1555000
2010-11-03,71560000000,72110000000,71510000000,71905000000,71905000000,2145800
2010-11-04,71910000000,73103000000,71910000000,72996000000,72996000000,2175800
2010-11-05,72987000000,72987000000,72534000000,72607000000,72607000000,1732000
2010-11-08,72607000000,72875000000,72336000000,72657000000,72657000000,1077600
2010-11-09,72654000000,73045000000,71651000000,71679000000,71679000000,1505000
2010-11-10,71674000000,71854000000,70868000000,71638000000,71638000000,0
2010-11-11,71639000000,71639000000,70941000000,71195000000,71195000000,1353200
2010-11-12,71191000000,71191000000,70004000000,70367000000,70367000000,1188600
2010-11-16,70364000000,70364000000,68662000000,69192000000,69192000000,2240800
2010-11-17,69189000000,70080000000,69187000000,69709000000,69709000000,0
2010-11-18,69716000000,70904000000,69716000000,70781000000,70781000000,1881600
2010-11-19,70774000000,70898000000,70236000000,70898000000,70898000000,1506400
2010-11-22,70898000000,70898000000,69202000000,69633000000,69633000000,1739200
2010-11-23,69629000000,69629000000,67728000000,67953000000,67953000000,2080600
2010-11-24,67955000000,69746000000,67955000000,69629000000,69629000000,1990600
2010-11-25,69634000000,69780000000,69362000000,69362000000,69362000000,981600
2010-11-26,69349000000,69349000000,68219000000,68226000000,68226000000,1564800
2010-11-29,68218000000,68422000000,67103000000,67908000000,67908000000,1777800
2010-11-30,67901000000,68476000000,67271000000,67705000000,67705000000,2159200
2010-12-01,67731000000,69605000000,67731000000,69346000000,69346000000,0
2010-12-02,69341000000,69943000000,69219000000,69527000000,69527000000,2111800
2010-12-03,69529000000,69963000000,68943000000,69766000000,69766000000,2828000
2010-12-06,69759000000,69932000000,69378000000,69552000000,69552000000,0
2010-12-07,69563000000,70589000000,69338000000,69338000000,69338000000,0
2010-12-08,69338000000,69354000000,68046000000,68175000000,68175000000,2671600
2010-12-09,68173000000,68561000000,67563000000,67879000000,67879000000,2447200
2010-12-10,67889000000,68514000000,67866000000,68342000000,68342000000,0
2010-12-13,68342000000,69221000000,68342000000,69126000000,69126000000,0
2010-12-14,69127000000,69127000000,68531000000,68743000000,68743000000,0
2010-12-15,68741000000,68741000000,67711000000,67870000000,67870000000,2962400
2010-12-16,67875000000,68377000000,67138000000,67306000000,67306000000,2401400
2010-12-17,67304000000,67981000000,66948000000,67981000000,67981000000,0
2010-12-20,67979000000,68196000000,67264000000,67264000000,67264000000,2352800
2010-12-21,67261000000,68461000000,67261000000,68215000000,68215000000,1897400
2010-12-22,68218000000,68472000000,67727000000,68471000000,68471000000,1656800
2010-12-23,68470000000,68562000000,68250000000,68486000000,68486000000,1229400
2010-12-27,68476000000,68476000000,67803000000,67803000000,67803000000,1035400
2010-12-28,67810000000,68104000000,67810000000,68041000000,68041000000,0
2010-12-29,68043000000,69040000000,68043000000,68952000000,68952000000,1307800
2010-12-30,68953000000,69527000000,68940000000,69305000000,69305000000,2102200
2011-01-03,69310000000,70471000000,69305000000,69962000000,69962000000,1862400
2011-01-04,69962000000,70318000000,69560000000,70318000000,70318000000,2427200
2011-01-05,70311000000,71173000000,69802000000,71091000000,71091000000,2309200
2011-01-06,71093000000,71167000000,70469000000,70579000000,70579000000,2546000
2011-01-07,70580000000,70783000000,69718000000,70057000000,70057000000,1761000
2011-01-10,70056000000,70133000000,69666000000,70127000000,70127000000,1610800
2011-01-11,70146000000,70647000000,70145000000,70423000000,70423000000,2138000
2011-01-12,70429000000,71633000000,70429000000,71633000000,71633000000,2516000
2011-01-13,71631000000,71924000000,70719000000,70721000000,70721000000,2237800
2011-01-14,70723000000,71184000000,70397000000,70940000000,70940000000,1806600
2011-01-17,70940000000,70940000000,70544000000,70609000000,70609000000,1538600
2011-01-18,70612000000,71094000000,70612000000,70920000000,70920000000,1877400
2011-01-19,70921000000,71190000000,69966000000,70058000000,70058000000,1884800
2011-01-20,70056000000,70083000000,69177000000,69562000000,69562000000,2169600
2011-01-21,69560000000,70027000000,69095000000,69133000000,69133000000,2071800
2011-01-24,69134000000,69513000000,68786000000,69427000000,69427000000,1474400
2011-01-26,69427000000,69556000000,68515000000,68709000000,68709000000,2542400
2011-01-27,68717000000,69108000000,67775000000,68051000000,68051000000,2304400
2011-01-28,68051000000,68182000000,65898000000,66698000000,66698000000,2544000
2011-01-31,66697000000,67166000000,66271000000,66575000000,66575000000,2253800
2011-02-01,66575000000,67922000000,66575000000,67847000000,67847000000,2114000
2011-02-02,67844000000,68012000000,66643000000,66688000000,66688000000,2551400
2011-02-03,66688000000,66849000000,66091000000,66765000000,66765000000,2380800
2011-02-04,66752000000,66946000000,65160000000,65269000000,65269000000,2676800
2011-02-07,65272000000,65893000000,64916000000,65362000000,65362000000,1980400
2011-02-08,65359000000,66238000000,65110000000,65771000000,65771000000,2764000
2011-02-09,65767000000,65767000000,64016000000,64218000000,64218000000,2811400
2011-02-10,64217000000,65106000000,64185000000,64578000000,64578000000,2356400
2011-02-11,64582000000,65890000000,64562000000,65756000000,65756000000,2396400
2011-02-14,65751000000,66743000000,65462000000,66558000000,66558000000,1945000
2011-02-15,66558000000,66861000000,66117000000,66341000000,66341000000,2355400
2011-02-16,66342000000,67793000000,66342000000,67571000000,67571000000,2672400
2011-02-17,67580000000,67876000000,67107000000,67685000000,67685000000,2147800
2011-02-18,67685000000,68226000000,67386000000,68067000000,68067000000,1944000
2011-02-21,68067000000,68067000000,67085000000,67259000000,67259000000,1453000
2011-02-22,67255000000,67570000000,66342000000,66440000000,66440000000,3045400
2011-02-23,66440000000,67266000000,66049000000,66910000000,66910000000,3335000
2011-02-24,66909000000,67344000000,66693000000,66949000000,66949000000,2699200
2011-02-25,66952000000,67632000000,66331000000,66903000000,66903000000,2394600
2011-02-28,66909000000,67458000000,66687000000,67383000000,67383000000,2640400
2011-03-01,67381000000,67708000000,66243000000,66243000000,66243000000,2166400
2011-03-02,66242000000,67282000000,66101000000,67282000000,67282000000,2518600
2011-03-03,67284000000,68188000000,67284000000,68146000000,68146000000,2254600
2011-03-04,68138000000,68220000000,67514000000,68012000000,68012000000,1840000
2011-03-09,68010000000,68057000000,67109000000,67264000000,67264000000,1407600
2011-03-10,67256000000,67256000000,65854000000,66041000000,66041000000,2375000
2011-03-11,66041000000,67014000000,65559000000,66685000000,66685000000,2491000
2011-03-14,66684000000,67333000000,66088000000,67169000000,67169000000,1874200
2011-03-15,67168000000,67168000000,65463000000,67005000000,67005000000,2852200
2011-03-16,67011000000,67502000000,65663000000,66003000000,66003000000,3056800
2011-03-17,66017000000,66950000000,66015000000,66216000000,66216000000,1985000
2011-03-18,66217000000,67384000000,66217000000,66880000000,66880000000,2842800
2011-03-21,66887000000,67676000000,66656000000,66690000000,66690000000,2557400
2011-03-22,66684000000,67631000000,66531000000,67578000000,67578000000,2357800
2011-03-23,67570000000,67918000000,67317000000,67796000000,67796000000,2145600
2011-03-24,67799000000,68009000000,67406000000,67533000000,67533000000,1819800
2011-03-25,67528000000,68256000000,67497000000,67766000000,67766000000,2223800
2011-03-28,67767000000,68070000000,67193000000,67193000000,67193000000,1444400
2011-03-29,67194000000,67862000000,67046000000,67419000000,67419000000,1768200
2011-03-30,67423000000,68004000000,67423000000,67997000000,67997000000,1859800
2011-03-31,68000000000,68606000000,68000000000,68587000000,68587000000,2124400
2011-04-01,68588000000,69387000000,68588000000,69268000000,69268000000,2397400
2011-04-04,69270000000,69787000000,69270000000,69704000000,69704000000,1200
2011-04-05,69704000000,70047000000,69465000000,69838000000,69838000000,0
2011-04-06,69841000000,70108000000,68954000000,69037000000,69037000000,0
2011-04-07,69040000000,69334000000,68695000000,69176000000,69176000000,0
2011-04-08,69180000000,69430000000,68472000000,68718000000,68718000000,2111400
2011-04-11,68719000000,69177000000,68029000000,68164000000,68164000000,2173800
2011-04-12,68153000000,68153000000,66721000000,66896000000,66896000000,2525800
2011-04-13,66909000000,67411000000,66251000000,66486000000,66486000000,2515200
2011-04-14,66483000000,67042000000,66090000000,66279000000,66279000000,2259000
2011-04-15,66281000000,66765000000,65832000000,66684000000,66684000000,2145800
2011-04-18,66689000000,66706000000,65158000000,65415000000,65415000000,3060400
2011-04-19,65417000000,66257000000,65417000000,66158000000,66158000000,2214400
2011-04-20,66165000000,67077000000,66165000000,67058000000,67058000000,2397400
2011-04-25,67058000000,67124000000,66552000000,66972000000,66972000000,1385800
2011-04-26,66972000000,67413000000,66722000000,67144000000,67144000000,1726600
2011-04-27,67143000000,67228000000,65885000000,66264000000,66264000000,2151200
2011-04-28,66249000000,66249000000,65105000000,65673000000,65673000000,3090000
2011-04-29,65664000000,66294000000,65461000000,66133000000,66133000000,2645000
2011-05-02,66119000000,66500000000,65346000000,65463000000,65463000000,2306800
2011-05-03,65458000000,65468000000,64244000000,64318000000,64318000000,2235400
2011-05-04,64320000000,64807000000,63548000000,63616000000,63616000000,2490000
2011-05-05,63609000000,64268000000,62973000000,63407000000,63407000000,2806000
2011-05-06,63422000000,64704000000,63422000000,64417000000,64417000000,2690000
2011-05-09,64416000000,64782000000,64150000000,64622000000,64622000000,1880800
2011-05-10,64622000000,65143000000,64619000000,64877000000,64877000000,1982600
2011-05-11,64877000000,64877000000,63622000000,63776000000,63776000000,2458400
2011-05-12,63772000000,64329000000,63125000000,64003000000,64003000000,2486800
2011-05-13,64003000000,64165000000,63063000000,63235000000,63235000000,2667400
2011-05-16,63233000000,63829000000,62676000000,62830000000,62830000000,2459600
2011-05-17,62830000000,63680000000,62414000000,63673000000,63673000000,2210800
2011-05-18,63675000000,64015000000,62830000000,62841000000,62841000000,2488000
2011-05-19,62844000000,63607000000,62225000000,62367000000,62367000000,2291200
2011-05-20,62370000000,63043000000,62086000000,62597000000,62597000000,2087000
2011-05-23,62597000000,62597000000,61659000000,62345000000,62345000000,1767600
2011-05-24,62350000000,63415000000,62350000000,63337000000,63337000000,2006400
2011-05-25,63329000000,63857000000,63025000000,63388000000,63388000000,1918600
2011-05-26,63389000000,64121000000,63232000000,64099000000,64099000000,2397000
2011-05-27,64101000000,64548000000,64092000000,64295000000,64295000000,1672000
2011-05-30,64295000000,64460000000,63915000000,63954000000,63954000000,629000
2011-05-31,63961000000,64620000000,63932000000,64620000000,64620000000,2428400
2011-06-01,64616000000,64674000000,63401000000,63411000000,63411000000,2158200
2011-06-02,63411000000,64218000000,63277000000,64218000000,64218000000,2135600
2011-06-03,64216000000,64979000000,63628000000,64341000000,64341000000,2155800
2011-06-06,64341000000,64512000000,62960000000,63068000000,63068000000,1822400
2011-06-07,63072000000,63784000000,63072000000,63218000000,63218000000,2089600
2011-06-08,63204000000,63354000000,62709000000,63033000000,63033000000,1805800
2011-06-09,63037000000,63773000000,62872000000,63469000000,63469000000,1946800
